-- initial wave,, ,, ,
ok,OmlThoGil-RepFuzFinStaAuConRecNeuNet, ,"C. Omlin, K.K. Thornber, C. Giles", ,Representation of fuzzy finite-state automata in continuous recurrent neural networks
already done,GilOmlTho-EquKnoRep+, ,C. LEE GILES; CHRISTIAN W. OMLIN; KARVEL K. THORNBER, ,"Equivalence in knowledge representation: automata, recurrent neural networks, and dynamical fuzzy systems"
already done,ThoMar-DetAccRegFuzLang, ,"M. Thomason, P. Marinos", ,Deterministic acceptors of regular fuzzy languages
not found,AleArtKaiShe-LexAnaSimFinFuzAutMod, ,"M. Alexandre, S. Arto, S. Kai, Y. Sheng", ,Lexical analysis with a simple finite-fuzzy-automaton  model
already done,HopUl-IntrAutTheLangComp, ,"J.E. Hopcroft, J.D. Ullman", ,"Introduction to Automata Theory, Languages, and Computation"
not found,LalJau-FuzAutDetQuaFuzArtLesArt, ,"A. Lalande, M. Jaulent", ,A fuzzy automaton to detect and quantify fuzzy artery lesions from arteriograms
ok,Gil+-LeaExtFinStaAutSecOrdRecNeuNet, ,"C.L. Giles, C.B. Miller, D. Chen, H.H. Chen, G.Z. Sun, Y.C. Lee", ,Learning and extracting finite state automata with second-order recurrent neural networks
--,-- BlaDelFlo-MethIndFuzzAutUsNeuNet, ,, ,
already done,Gil+-LeaExtFinStaAutSecOrdRecNeuNet, ,"Giles, C.L., Miller, C.B., Chen, D.,Chen, H.H.,Sun, G.Z., and Lee, Y.C", ,Learning and extracting finite state automata with second-order recurrent neural networks
already done,GilOmlTho-EquKnoRep+, ,C. LEE GILES; CHRISTIAN W. OMLIN; KARVEL K. THORNBER, ,"Equivalence in knowledge reprepresentation: automata, recurrent neural networks, and dynamical fuzzy systems and Dynamical Fuzzy Systems"
--,-- DarAhmSin-AppFuzzAutTheKnBsNeuNetDevBasLeaMod, ,, ,
ok,Adl-FuzSetTheMedDia, ,K.P. Adlassing, ,Fuzzy set theory in medical diagnosis
ok,Coi-IntMonConDynPhySys, ,E. Coiera, ,Intelligent monitoring and control of dynamic physiological systems
ok,WufQin-FuzAutSysApp, ,"Wuf, E. Qing", ,Fuzzy automata system with application
--,-- DooKre-NewDirFuzzAut, ,, ,
ok,Arb-AutTheBraThe, ,M.A. Arbib, ,From automata theory to brain theory
ok,Ash-DesBra, ,W.R. Ashby, ,Design for a brain
ok,Bur-LogBioAutSomHistRef, ,A.W. Burks, ,"Logic, biology and automata—some historical reflections"
ok,MccPit-LogCalIdeImmNerAct, ,"W.S. McCulloch, W. Pitts", ,A logical calculus of the ideas immanent in nervous activity
ok,Min-ComFinInfMach, ,M.L. Minsky, ,Computation: Finite and Infinite Machines
ok,AshWitWen-TraFinStaImpPrcPriDes, ,"D. Ashlock, A. Wittrock, T. Wen", ,Training finite state machines to improve PCR primer design
ok,MacSha-RefDomTheExprFinStaAut, ,"R. Maclin, J. Shavlik", ,Refining domain theories expressed as finite-state automata
not found,Zad-ConStaSysThe, ,L.A. Zadeh, ,The concept of state in system theory
ok,KicLem-AppFuzConWarWatPla, ,"W.J.M. Kickert, H. van Nauta Lemke", ,Application of a fuzzy controller in a warm water plant
ok,MenLip-FusSpecFinStaMach, ,"S. Mensch, H. Lipp", ,Fuzzy specification of finite-state machines
already done,MorMal-FuzzyAutAndLang, ,"J.N. Mordeson, D.S. Malik", ,"Fuzzy Automata and Languages, Theory and Application"
already done,PatPal-FuzGraSynRecSkeMatXra, ,"A. Pathak, S. Pal", ,Fuzzy grammars in syntactic recognition of skeletal maturity from x-rays
ok,Sen-FuzComGraIntIntDes, ,H. Senay, ,Fuzzy command grammars for intelligent interface design
already done,Gar+-DefFuzAutCorImpStrFuzSym, ,"J.R. Garitagoitia, J.R.G. de Mendivil, J. Echanobe, J.J. Astrain, F. Farina", ,Deformed fuzzy automata for correcting imperfect strings of fuzzy symbols
ok,PedGac-LeaFuzzAut, ,"W. Pedrycz, A. Gacek", ,Learning of fuzzy automata
not found,DooKre-FuzFinStaAutUniNumOthPopCompPar, ,"M. Doostfatemeh, S.C. Kremer", ,A fuzzy finite-state automaton that unifies a number of other popular computational paradigms
ok,Rei-FuzAutLif, ,C.A. Reiter, ,Fuzzy automata and life
ok,SriTiw-TopoFuzAut, ,"A.K. Srivastava, S.P. Tiwari", ,A topology for fuzzy automata
already done,BlaDelPeg-FuzzAutIndUsNeuNet, ,"A. Blanco, M. Delgado, M.C. Pegalajar", ,Fuzzy automata induction using neural network
ok,BlaDelPeg-FuzzGraIntUsiNeuNet, ,"A. Blanco, M. Delgado, M. Pegalajar", ,Fuzzy grammar inference using neural networks
not found,KosChr-NeuNetIdFuzDynSys+, ,"E. Kosmatopoulos, M. Christodoulou", ,Neural networks for identification of fuzzy dynamical systems: an application to identification of vehicle highway systems
already done,GilOmlTho-EquKnoRep+, ,C. LEE GILES; CHRISTIAN W. OMLIN; KARVEL K. THORNBER, ,"Equivalence in knowledge representation: automata, rnns, and dynamical fuzzy systems"
already done,OmlThoGil-FuzzFinStaAutCanDetEncIntRecNeuNet, ,"Omlin, K.K. Thornber, C.L. Giles", ,Fuzzy finite-state automata can be deterministically encoded into recurrent neural networks
not found,BruFu-ModFinStaProbSys, ,"G.D. Bruce, K.S. Fu", ,A model for finite-state probabilistic systems
--,-- Ech+-DefSyssConPre, ,, ,
already done,ReiMenGar-ImpChaRecSysBasNeuNet+, ,"R. Reina, J.R. Gonz/dez de Mendivil and J.R. Garitagoitia", ,Improved Character Recognition System based on a Neural Network Incorporating the context via Fuzzy automata
--,-- EsiLiu-FuzzTreeAut, ,, ,
already done,MatSalSalYu-LexAnaSimFinFuzAutMod, ,"A. Mateescu, A. Salomaa, K. Salomaa, S. Y", ,Lexical analysis with a simple finite fuzzy automata model
already done,MorMal-FuzzyAutAndLang, ,"J. Mordeson, D. Malik", ,Fuzzy Automata and Languages: Theory and Applications
ok,Kle-RepEveNervNetFinAut, ,S.C. Kleene, ,Representation of events in nerve nets and finite automata
ok,Eil-AutLangMach, ,S. Eilenberg, ,"Automata, Languages, and Machines"
not found,InaFuk-DesFuzMeaContFreLan, ,"Y. Inagaki, T. Fukumura", ,On the description of fuzzy meaning of context-free language
ok,GecSte-TreeAut, ,"F. Gécseg, M. Steinby", ,Tree Automata
ok,BerReu-RecForPowSerTre, ,"J. Berstel, C. Reutenauer", ,Recognizable formal power series on trees
not found,EsiKui-ForTreSer, ,"Z. Ésik, W. Kuich", ,Formal tree series
--,-- Fu-SynMethPattRec, ,, ,
ok,NasHon-FuzEveReaProbAut, ,M. Nasu and N. Honda, ,Fuzzy events realized by probabilistic automata
--,-- GonGar-FuzzLangInfRanAccGuzzAutPumLemDetProc, ,, ,
already done,- yet done, ,L.A. Zadeh, ,Fuzzy languages and their relation to human and machine intelligence
already done,- yet done, ,"E.T. Lee, L.A. Zadeh", ,Note on fuzzy languages
already done,ThoMar-DetAccRegFuzLang, ,"M.G. Thomason, P.N. Marinos", ,Deterministic acceptors of regular fuzzy languages
already done,San-MaxAut, ,E.S. Santos, ,Maximin automata
already done,WeeFu-FormFuzAutAppModLeaSys, ,"W.G. Wee, K.S. Fu", ,A formulation of fuzzy automata and its application as a model of learning systems
ok,Bel-DetFuzAut, ,R. B?lohlávek, ,Determinism and fuzzy automata
--,-- HuaHuWanCheTas-AdaVehPathPlanSys, ,, ,
--,-- Hua-SyntPattRecSeisOilExp, ,, ,
already done,Lee-FuzTreAutSynPatRec, ,E. T. Lee, ,Fuzzy tree automata and syntactic pattern recognition
--,-- ChaJos-NoteFuzzTreeAut, ,, ,
not found,Don-DecWeaSecOrTheTwoSuc, ,John E. Doner, ,Decidability of the weak second-order theory of two successors.
not found,ChaKom-FuzPushAutTheCov, ,"Chaudhari S.R.,Komejwar D.D.", ,On Fuzzy Pushdown Automata and their covering
ok,Com+-TreeAutTecApp, ,"Comon H.,Dauchet M.,Gilleron R.,Jacquemard F., Lugiez D.,Loding C.,Tison S., and Tommasi M.", ,Tree Automata: techniques and apllications
ok,Qin+-StaFusFuzAutAppTarTra, ,"Qing E. W. , Wang T., Huang Y. X. , Li J. S.", ,State fusion of fuzzy automata with application on target tracking
not found,QinCui-AppFuzzAutFuzzSign, ,"Qing E. W., Cui G.", ,Application of Fuzzy Automata to Fuzzy Signal
already done,RamGir-ConvFinAutFuzzAutStrComp, ,"Ramaswami V. , Girijamma H", ,Conversion of Finite Automata to Fuzzy Automata for String Comparison
already done,WeeFu-FormFuzAutAppModLeaSys, ,"Wee W.G, Fu K.S.", ,A formulation of fuzzy automata and its application as a model of learning systém
already done,EsiLiu-FuzzTreeAut, ,"Zoltán Ésik, Guangwu Liu", ,Fuzzy tree automata
--,-- Kov-ReasFuzzAutInUsrAdpSyss, ,, ,
--,-- LiPed-FuzzFinAutFuzzRegExMembValLattOrdMon, ,, ,
already done,San-MaxAut, ,E.S. Santos, ,Maximin automata
ok,San-RedMaxMach, ,E.S. Santos, ,On reduction of max–min machines
ok,San-FuzAutLang, ,E.S. Santos, ,Fuzzy automata and languages
not found,San-RegFuzExp, ,E.S. Santos, ,Regular fuzzy expressions
not found,Wee-GenAdaAlgAppFuzSetCon+, ,W.G. Wee, ,On generalizations of adaptive algorithm and application of the fuzzy sets concept to pattern classification
already done,WeeFu-FormFuzAutAppModLeaSys, ,"W.G. Wee, K.S. Fu", ,A formulation of fuzzy automata and its application as a model of learning systems
already done,MorMal-FuzzyAutAndLang, ,"J.N. Mordeson, D.S. Malik", ,Fuzzy Automata and Languages: Theory and Applications
already done,HopUl-IntrAutTheLangComp, ,"J.E. Hopcroft, J.D. Ullman", ,"Introduction to Automata Theory, Languages and Computation"
already done,PedGac-LeaFuzzAut, ,"W. Pedrycz, A. Gacek", ,Learning of fuzzy automata
ok,LinYin-ModConFuzDisEveSys, ,"F. Lin, H. Ying", ,Modeling and control of fuzzy discrete event systems
ok,MalMor-FuzRegLang, ,"D.S. Malik, J.N. Mordeson", ,On fuzzy regular languages
already done,Yin-ForModComWord, ,M.S. Ying, ,A formal model of computing with words
ok,Zad-FuzLangTheRelHumMachInt, ,L.A. Zadeh, ,Fuzzy languages and their relation to human and machine intelligence
--,-- LiPed-MinLattFinAutAppDecoLattLang, ,, ,
--,-- ManHatPra-FuzCelAutBasSheModUrGro+, ,, ,
ok,Kra-ArcIntCelAut, ,"Krawczyk, R.J", ,Architectural Interpretation of Cellular Automata
not found,MulHar-UrbAreDevStoCelAut, ,"Mulianat, I., Hariadi, Y.", ,Urban Area Development in Stochastic Cellular Automata
ok,BleCec+-ModUrbDynCellAut, ,"Blecic, I., Cecchini, A., Prastacos, P., Trunfio, G.A., Verigos, E.", ,Modelling Urban Dynamics with Cellular Automata
not found,KirLie-BasTooFuzMod, ,"Kirschfink, H., Lieven, K.", ,Basic Tools for Fuzzy Modeling
ok,Dra-CouFuzSetTheGisBaCelAutLanUseChaMod, ,"Dragicevic, S.", ,Coupling Fuzzy Sets Theory and GIS-based Cellular Automata for Land Use Change Modeling
ok,LiuPhi-DevCelAutModUrbGroIncFuzSetApp, ,"Liu, Y., Phinn, S.R.", ,Developing a Cellular Automaton Model of Urban Growth Incorporating Fuzzy Set Approaches.
already done,ManHatPra-FuzCelAutBasSheModUrGro+, ,"Mantelas, L., Hatzichristos, T., Prastacos, P", ,A Fuzzy Cellular Automata Based Shell for Modeling Urban Growth – A Pilot Application in Mesogia Area
ok,ManHatPra-ModUrbGroUsFuzCelAut, ,"Mantelas, L., Hatzichristos, T., Prastacos, P", ,Modeling Urban Growth using Fuzzy Cellular Automata
ok,ClaHopHay-SelModCelAutModHistUrbSanFraBayAre, ,"Clarke, K.C., Hoppen, S., Gaydos, L.", ,A Self-Modifying Cellular Automaton Model of Historical Urbanization in the San Francisco Bay Area
--,-- MogZadAme-NewDirInFuzzTreeAut, ,, ,
already done,Arb-AutTheBraThe, ,M. A. Arbib, ,From automata theory to brain theory
ok,Rab-HanMathLog, ,M. O. Rabin, ,Handbook of mathematical logic
not found,Tho-HanTheComSci, ,W. Thomas, ,Handbook of theoretical computer science
already done,Wee-GenAdaAlgAppFuzSetCon+, ,W. G. Wee, ,On generalization of adaptive algorithm and application of the fuzzy sets concept to pattern classification
already done,Yin-ForModComWord, ,M. Ying, ,A formal model of computing with words
--,-- MorMal-FuzzyAutAndLang, ,, ,
already done,Adl-FuzSetTheMedDia,,"Adlassing, K.P.",,Fuzzy set theory in medical diagnosis
ok,BelKalZad-AbsPatClas,,"Bellman, R.E., Kalaba, R., and Zadeh, L.A.,",,Abstract pattern classification
ok,BelZad-DecMakMan,,"Bellman, R.E. and Zadeh, L .A.",,Decision-making in a managment
ok,Cha-ExFuzProUsFinStaMa,,"Chang, S .K .,",,On the execution of fuzzy programs using finite state machines
ok,CheMor-AppFuzAlgAutTheCodThe, ,"Cheng, S .C . and Mordeson, J.N .", ,Applications of fuzzy algebra in automata theory and coding theory
ok,Cin-ModTolFuzStaAut, ,"Cin, M . D .", ,"Modification tolerance of fuzzy-state automata,"
ok,Coi-IntMonConDynPhysSys, ,"Coiera, E", ,"Intelligent monitoring and control of dynamic physiological systems,"
ok,Dau-AnaErrFinAut, ,"Dauber, P .S .", ,"An analysis of errors in finite automata,"
not found,Dir-HiePatCla, ,"Dirmitrescu, D .", ,Hierarchical pattern classification
not found,Ear-MacRecCurWri, ,"Earnest, L .D .,", ,Machine recognition of cursive writing
ok,Ede-HanPatRec, ,"Eden, M .", ,"Handwriting and pattern recognition,"
not found,Ehr-ContProCurScrRec, ,"Ehrich, R .,", ,A contextual post-processor for cursive script recognition
ok,FuLi-ForLeaAutAutGam, ,"Fu, K.S. and Li, T.J.,", ,"Formulation of learning automata and automata games,"
ok,Har-ErrCorCapFinAut, ,"Harrison, M.A.", ,"On the error of correcting capacity of finite automata,"
not found,HayWas+-IntMonCont, ,"Hayes-Roth, B., Washington, R., Hewett, R., Hewett, M., and Seiver, A.,", ,"Intelligent monitoring and control,"
not found,HirAsaKat-FuzAutAppLeaConSys, ,"Hirai, H., Asai, K., and Katajima,", ,"Fuzzy automaton and its application to learning control systems,"
ok,HwaLeeLee-GenFuzAccSynPattRec, ,"Hwang, S.Y., Lee, H.S., and Lee, J.J.", ,"General fuzzy acceptors for syntactic pattern recognition,"
not found,Mea-MetSynSeqCirc, ,"Mealy, G .H .,", ,Methods for synthesizing sequential circuits
ok,MerEde-ExpComRecConHanWor, ,"Mermelstein, P. and Eden . M .", ,"Experiments on computer recognition of connected handwritten words,"
ok,NikFu-AlgLeaExSupApLeaConSys, ,"Nikolic, Z.J. and Fu, K.S.,", ,"An algorithm for learning without external supervision and its application to learning control systems,"
ok,Say-MacRecHanWorProjRep, ,"Sayre, K.M.,", ,Machine recognition of handwritten words: A project report
not found,SchRau+-KnoBaApIntAlaAne, ,"Schecke, T., Rau, G., Popp, H .-J, Kasmacher, H., Klaff, G., and Zimmerman, H .-J,", ,knowledge-based approach to intelligent alarms in anesthesia
already done,SteAdl-CliMonFuzAut, ,"Steimann, F. and Adlassnig, K.,", ,Clinical monitoring with fuzzy automata
ok,Tho-FuzSynDirTra, ,"Thomason, M .G.,", ,"Fuzzy syntax-directed translations,"
ok,Win-InpErrLimAut, ,"Winograd, S", ,Input error limiting automata
already done,Zad-FuzLangTheRelHumMachInt, ,"Zadeh, L.A.", ,FUZZY LANGUAGES AND THEIR RELATION TO HUMAN AND MACHINE INTELLIGENCE
--,-- NacWekVilKer-FuzzFiltImaProc, ,, ,
not found,Sug-FuzMeaFuzIntSur, ,"Sugeno, M.", ,Fuzzy measures and fuzzy integrals: a survey
--,-- OmlThoGil-FuzzFinStaAutCanDetEncIntRecNeuNet, ,, ,
ok,ChiCha+-FuzzLogConRolMomFleWinAir, ,"S. Chiu, S. Chand, D. Moore, and A. Chaudhary,", ,Fuzzy logic for control of roll and moment for a flexible wing aircraft
not found,Cor-FuzLogBasFinTraSys, ,J. Corbin, ,A fuzzy logic-based financial transaction system
ok,FranCha-FuzzLogBasTooAnaSynt, ,L. Franquelo and J. Chavez, ,Fasy: A fuzzy-logic based tool for analog synthesis
ok,Har-MulObjDecMakUncFuzLogMeth, ,T. L. Hardy, ,Multi-objective decision-making under uncertainty fuzzy logic methods
already done,KicLem-AppFuzConWarWatPla, ,W. J. M. Kickert and H. van Nauta Lemk, ,Application of a fuzzy controller in a warm water plant
ok,Lee-FuzLocContSysFuzLogCont, ,"C. Lee,", ,Fuzzy logic in control systems: Fuzzy logic controller
not found,PapMam-FuzLofConTraJunc, ,C. Pappis and E. Mamdani, ,A fuzzy logic controller for a traffic junction
ok,YanKal-DesMachUsExpSysFuzLogApp, ,X. Yang and G. Kalambur, ,Design for machining using expert systém and fuzzy logic approach
not found,Wan-AdaFuzzSysConDesStaAna, ,L.-X. Wang, ,Adaptive Fuzzy Systems and Control: Design and Stability Analysis
ok,Cyb-AppBypSigmFun, ,G. Cybenko, ,Approximation by superpositions of a sigmoidal function
ok,CleeSchr-FinStaAutSimRecNet, ,"A. Cleeremans, D. Servan-Schreiber, and J. McClelland", ,Finite state automata and simple recurrent networks
ok,DasMoz-UniGraDesCluArcFinStaMachInd, ,S. Das and M. Mozer, ,A unified gradient-descent/clustering architecture for finite state machine induction
ok,Elm-FinStruTim, ,J. Elman, ,Finding structure in time
ok,FraGorMagSod-RepFinStaAutRecRadBasFuNe, ,"P. Frasconi, M. Gori, M. Maggini, and G. Soda", ,Representation of finite state automata in recurrent radial basis function networks
ok,GaiKoh-LogAut, ,B. Gaines and L. Kohout, ,The logic of automata
already done,Gil+-LeaExtFinStaAutSecOrdRecNeuNet, ,"C. Giles, C. Miller, D. Chen, H. Chen, G. Sun, and Y. Lee", ,Learning and extracting finite state automata with second-order recurrent neural networks
ok,OmlGil-ConDetFinStaAutRecNeuNet, ,C. Omlin and C. Giles, ,Constructing deterministic finite-state automata in recurrent neural networks
ok,OmlFil-StaEncLarFinStaAutRecNeuNetSigDisc, ,"Omlin, Gilles", ,Stable encoding of large finite-state automata in recurrent neural networks with sigmoid discriminants
ok,Pol-IndDynRec, ,J. Pollack, ,The induction of dynamical recognizers
ok,Rab-ProbAut, ,M. Rabin, ,Probabilistic automata
ok,TinHomGil-FinStaMAchRecNeuNet+, ,"P. Tino, B. Home, and C. L. Giles", ,Finite state machines and recurrent neural networks—Automata and dynamical systems approaches
ok,TinSaj-LeaExIniMeaMachModNeuNetMod, ,P. Tino and J. Sajda, ,Learning and extracting initial mealy machines with a modular neural network model
ok,UnaKha-FuzDFinStaMachImpBasNeuFuzSys, ,F. Unal and E. Khan, ,A fuzzy finite state machine implementation based on a neural fuzzy systém
ok,WatKuh-IndFinStaLangUsiSecOrdRecNet, ,R. Watrous and G. Kuhn, ,Induction of finite-state languages using second-order recurrent networks
ok,ZenGooSym-LeaFinStaMachSelCluRecNet, ,"Z. Zeng, R. Goodman, and P. Smyth", ,Learning finite state machines with self-clustering recurrent networks
already done,MenLip-FusSpecFinStaMach, ,S. Mensch and H. Lipp, ,Fuzzy specification of finite state machines
already done,PatPal-FuzGraSynRecSkeMatXra, ,A. Pathak and S. Pal, ,Fuzzy grammars in syntactic recognition of skeletal maturity from x-rays
already done,Sen-FuzComGraIntIntDes, ,"H. Senay,", ,Fuzzy command grammars for intelligent interface design
already done,GaiKoh-LogAut, ,B. Gaines and L. Kohout, ,The logic of automata
already done,WeeFu-FormFuzAutAppModLeaSys, ,W. Wee and K. Fu, ,A formulation of fuzzy automata and its applications as a model of learning systems
already done,UnaKha-FuzDFinStaMachImpBasNeuFuzSys, ,F. Unal and E. Khan, ,A fuzzy finite state machine implementation based on a neural fuzzy systém
ok,GraPat-SynAnaFuzLogFinStaMacMod, ,J. Grantner and M. Patyra, ,Synthesis and analysis of fuzzy logic finite state machine models
not found,LeeLee-FuzNeuNet, ,S. Lee and E. Lee, ,Fuzzy neural networks
--,-- PatMor-EdgDetTecFuzzLogCEllLeaAutFuzzImPro, ,, ,
ok,PalKin-ImaEnhUsiFuzSet, ,"S. K. Pal, R. A. King", ,Image Enhancement Using Fuzzy Sets
ok,AlsAly-EdgDetDigImaIUsiFuzLogTech, ,"Abdallah A. Alshennawy, and Ayman A. Aly", ,Edge Detection in Digital Images Using Fuzzy Logic Technique
ok,SinGha+HybrEdgDetMetFuzSetTheCelLeaAut, ,"Saman Sinaie, Afshin Ghanizadeh, Siti Mariyam Shamsuddin", ,A Hybrid Edge Detection Method Based on Fuzzy Set theory and Cellular Learning Automata
ok,Yan-AdaFuzBasEdgDetAlg, ,Yong Yang, ,An adaptive fuzzy-based edge detection algorithm
ok,CheChe-ImprEdgDetNoiImaUsiFuzEnh, ,"Xiangtao Chen, Yujuan Chen", ,An Improved Edge Detection in Noisy Image Using Fuzzy Enhancement
ok,SelHor-CelAutImaNoiFil, ,"P. Jebaraj Selvapeter, Wim Hordijk", ,Cellular Automata for Image Noise Filtering
ok,Ha-MetEdgDetBasNonCellAut, ,Yan Ha, ,Method of edge detection based on Non-linear cellular Automata
--,-- PowSimWhi-HieFuzzPattMatcRegCompLanUseMap, ,, ,
ok,WhiEngInj-UsConsCelAuHiResModUrbLanUsDyn, ,"White, R., Engelen, G., and Injee, I", ,The use of constrained cellular automata for high-resolution modelling of urban land use dynamics
--,-- QiuWan-ProbModCompWords, ,, ,
ok,Zad-FuzLogNeuNetSofCom, ,L.A. Zadeh, ,"Fuzzy logic, neural networks and soft computing"
ok,Zad-FuzLogComWords, ,L.A. Zadeh, ,Fuzzy Logic Computing with Words
ok,Zad-ComNumComWord+, ,L.A. Zadeh, ,From computing with numbers to computing with words-From manipulation of measurements to manipulation of perceptions
ok,San-ProTurMaComp, ,E.S. Santos, ,Probabilistic Turing machines and computability
ok,WanQiu-ComWorTurMachForApp, ,"H. Wang, D.W. Qiu", ,Computing with words via Turing machines: a formal approach
ok,Wet-ProbLangRevSomOpQue, ,C.S. Wetherell, ,Probabilistic languages: a review and some open questions
